8	1408740598	4194304	1	1773293792	1773293792000	seed-8
9	1734384184	4194304	1	1773293792	1773293792000	seed-9
10	907265888	4194304	1	1773293792	1773293792000	seed-10
11	602093519	4194304	1	1773293792	1773293792000	seed-11
28	54085378	4194304	1	1773293792	1773293792000	seed-28
29	1519747610	4194304	1	1773293792	1773293792000	seed-29
30	2132644474	4194304	1	1773293792	1773293792000	seed-30
31	2034139606	4194304	1	1773293792	1773293792000	seed-31
48	1001055586	4194304	1	1773293792	1773293792000	seed-48
49	465858	4194304	1	1773293792	1773293792000	seed-49
50	1451346890	4194304	1	1773293792	1773293792000	seed-50
51	1164846718	4194304	1	1773293792	1773293792000	seed-51
69	1884016431	4194304	1	1773293792	1773293792000	seed-69
70	2027824401	4194304	1	1773293792	1773293792000	seed-70
71	35121966	4194304	1	1773293792	1773293792000	seed-71
88	2085557318	4194304	1	1773293792	1773293792000	seed-88
89	755532805	4194304	1	1773293792	1773293792000	seed-89
90	1102349095	4194304	1	1773293792	1773293792000	seed-90
91	1748760954	4194304	1	1773293792	1773293792000	seed-91
108	152619131	4194304	1	1773293792	1773293792000	seed-108
109	546539708	4194304	1	1773293792	1773293792000	seed-109
110	1502372458	4194304	1	1773293792	1773293792000	seed-110
111	1753349033	4194304	1	1773293792	1773293792000	seed-111
128	1225728389	4194304	1	1773293792	1773293792000	seed-128
129	1882586	4194304	1	1773293792	1773293792000	seed-129
130	1703098653	4194304	1	1773293792	1773293792000	seed-130
131	1749538634	4194304	1	1773293792	1773293792000	seed-131
148	761596934	4194304	1	1773293792	1773293792000	seed-148
149	772968558	4194304	1	1773293792	1773293792000	seed-149
150	1964154335	4194304	1	1773293792	1773293792000	seed-150
151	793326735	4194304	1	1773293792	1773293792000	seed-151
168	654817227	4194304	1	1773293792	1773293792000	seed-168
169	4348326	4194304	1	1773293792	1773293792000	seed-169
170	1754300148	4194304	1	1773293792	1773293792000	seed-170
171	633413554	4194304	1	1773293792	1773293792000	seed-171
188	1090873372	4194304	1	1773293792	1773293792000	seed-188
189	1615655	4194304	1	1773293792	1773293792000	seed-189
190	1839710173	4194304	1	1773293792	1773293792000	seed-190
191	8984444	4194304	1	1773293792	1773293792000	seed-191
208	1865774643	4194304	1	1773293792	1773293792000	seed-208
209	2205204	4194304	1	1773293792	1773293792000	seed-209
210	376044639	4194304	1	1773293792	1773293792000	seed-210
211	733067	4194304	1	1773293792	1773293792000	seed-211
228	1672722517	4194304	1	1773293792	1773293792000	seed-228
229	1200308314	4194304	1	1773293792	1773293792000	seed-229
230	8930170	4194304	1	1773293792	1773293792000	seed-230
231	1077128615	4194304	1	1773293792	1773293792000	seed-231
248	741189346	4194304	1	1773293792	1773293792000	seed-248
249	1272588	4194304	1	1773293792	1773293792000	seed-249
250	1630457402	4194304	1	1773293792	1773293792000	seed-250
251	1217633034	4194304	1	1773293792	1773293792000	seed-251
268	926843752	4194304	1	1773293792	1773293792000	seed-268
269	569836095	4194304	1	1773293792	1773293792000	seed-269
270	1245136965	4194304	1	1773293792	1773293792000	seed-270
271	798544500	4194304	1	1773293792	1773293792000	seed-271
288	1922872039	4194304	1	1773293792	1773293792000	seed-288
289	2101681137	4194304	1	1773293792	1773293792000	seed-289
290	1496437492	4194304	1	1773293792	1773293792000	seed-290
291	1056012692	4194304	1	1773293792	1773293792000	seed-291
308	2011206250	4194304	1	1773293792	1773293792000	seed-308
309	1945846597	4194304	1	1773293792	1773293792000	seed-309
310	1866496988	4194304	1	1773293792	1773293792000	seed-310
311	1187121670	4194304	1	1773293792	1773293792000	seed-311
328	1198779393	4194304	1	1773293792	1773293792000	seed-328
329	674867748	4194304	1	1773293792	1773293792000	seed-329
330	18727397	4194304	1	1773293792	1773293792000	seed-330
331	552743114	4194304	1	1773293792	1773293792000	seed-331
348	2006110558	4194304	1	1773293792	1773293792000	seed-348
349	14004584	4194304	1	1773293792	1773293792000	seed-349
350	1847342354	4194304	1	1773293792	1773293792000	seed-350
351	2620943	4194304	1	1773293792	1773293792000	seed-351
368	1394710345	4194304	1	1773293792	1773293792000	seed-368
369	1233304076	4194304	1	1773293792	1773293792000	seed-369
370	2032802822	4194304	1	1773293792	1773293792000	seed-370
371	2036653360	4194304	1	1773293792	1773293792000	seed-371
388	1256591592	4194304	1	1773293792	1773293792000	seed-388
390	1572703685	4194304	1	1773293792	1773293792000	seed-390
391	1015855615	4194304	1	1773293792	1773293792000	seed-391
408	876618027	4194304	1	1773293792	1773293792000	seed-408
409	17918590	4194304	1	1773293792	1773293792000	seed-409
410	629527836	4194304	1	1773293792	1773293792000	seed-410
411	1148252	4194304	1	1773293792	1773293792000	seed-411
428	976299	4194304	1	1773293792	1773293792000	seed-428
429	461207867	4194304	1	1773293792	1773293792000	seed-429
430	1849248670	4194304	1	1773293792	1773293792000	seed-430
431	44280962	4194304	1	1773293792	1773293792000	seed-431
448	1120035	4194304	1	1773293792	1773293792000	seed-448
449	797612871	4194304	1	1773293792	1773293792000	seed-449
450	645203293	4194304	1	1773293792	1773293792000	seed-450
451	18589930	4194304	1	1773293792	1773293792000	seed-451
468	450021517	4194304	1	1773293792	1773293792000	seed-468
469	1320863936	4194304	1	1773293792	1773293792000	seed-469
470	874641	4194304	1	1773293792	1773293792000	seed-470
471	224355125	4194304	1	1773293792	1773293792000	seed-471
488	1302959527	4194304	1	1773293792	1773293792000	seed-488
489	1145075986	4194304	1	1773293792	1773293792000	seed-489
490	1926454629	4194304	1	1773293792	1773293792000	seed-490
491	8108639	4194304	1	1773293792	1773293792000	seed-491
508	1947911175	4194304	1	1773293792	1773293792000	seed-508
509	2060209040	4194304	1	1773293792	1773293792000	seed-509
510	1354301122	4194304	1	1773293792	1773293792000	seed-510
511	19853456	4194304	1	1773293792	1773293792000	seed-511
528	1505581371	4194304	1	1773293792	1773293792000	seed-528
529	674281852	4194304	1	1773293792	1773293792000	seed-529
530	835738827	4194304	1	1773293792	1773293792000	seed-530
531	690373191	4194304	1	1773293792	1773293792000	seed-531
548	2003442457	4194304	1	1773293792	1773293792000	seed-548
549	1583089479	4194304	1	1773293792	1773293792000	seed-549
550	1474224375	4194304	1	1773293792	1773293792000	seed-550
551	1922462854	4194304	1	1773293792	1773293792000	seed-551
568	1142084009	4194304	1	1773293792	1773293792000	seed-568
